Código;Descripción;Ref.prov;Prov.;Costo;Venta;Stock();Margen;Real
;FILTRO ANTIOLOR 315 MM 800 MM 1953 M3/H MOUNTAIN A;FILTRO-14;6;187,04;282,99;0;0;25,04
;FILTRO ANTIOLOR 350 MM 800 MM 3214 M3/H MOUNTAIN A;FILTRO-15;6;198,46;295;0;0;22,85
;FILTRO CARBON INDUSTRY 250 MM 1400 M3/H;FILTRO-16;2;235,95;330;0;0;15,59
;FILTRO CARBON INDUSTRY 200 MM 760M3/H;FILTRO-17;2;90,36;150;0;0;37,2
;FILTRO ANTIOLOR 1000 MM DIAM. 500 MM 4500 M3/H CAN;FILTRO-25;5;246;410;0;0;37,74
;FILTRO ANTIOLOR 1000 MM DIAM. 450 MM 3500 M3/H CAN;FILTRO-26;5;198,6;345;0;0;43,57
;FILTRO ANTIOLOR 1000 MM DIAM. 400 MM 3000 M3/H CAN;FILTRO-27;5;163,35;285;0;0;44,19
;FILTRO ANTIOLOR 1000 MM DIAM. 400 MM 3000 M3/H CAN;FILTRO-28;5;163,35;285;0;0;44,19
;FILTRO ANTIOLOR 1000 MM DIAM. 350 MM 2500 M3/H CAN;FILTRO-29;5;147,62;260;0;0;45,56
;FILTRO ANTIOLOR 1000 MM DIAM. 300 MM 2000 M3/H CAN;FILTRO-30;5;127,3;225;0;0;46,07
;FILTRO ANTIOLOR 1000 MM DIAM. 300 MM 2000 M3/H CAN;FILTRO-31;5;127,3;225;0;0;46,07
;FILTRO ANTIOLOR 750 MM DIAM. 300 MM 1500 M3/H CAN;FILTRO-32;5;109,99;195;0;0;46,52
;FILTRO ANTIOLOR 750 MM DIAM. 300 MM 1500 M3/H CAN;FILTRO-33;5;109,99;195;0;0;46,52
;FILTRO ANTIOLOR 500 MM DIAM. 300 MM 1000 M3/H CAN;FILTRO-34;5;89,9;160;0;0;47,09
;FILTRO ANTIOLOR 500 MM DIAM. 300 MM 1000 M3/H CAN;FILTRO-35;5;89,9;160;0;0;47,09
;FILTRO ANTIOLOR 330 MM DIAM. 300 MM 800 M3/H CAN L;FILTRO-36;5;63;115;0;0;50,86
;FILTRO ANTIOLOR 330 MM DIAM. 300 MM 800 M3/H CAN L;FILTRO-37;5;63;115;-1;0;50,86
;FILTRO ANTIOLOR 330 MM DIAM. 300 MM 800 M3/H CAN L;FILTRO-38;5;63;115;0;0;50,86
;FILTRO ANTIOLOR 475 MM DIAM. 200 MM 600 M3/H CAN L;FILTRO-39;5;53,3;98;0;0;51,95
;FILTRO ANTIOLOR 475 MM DIAM. 200 MM 600 M3/H CAN L;FILTRO-40;5;53,3;98;0;0;51,95
;FILTRO ANTIOLOR 600 MM DIAM. 200 MM 425 M3/H CAN L;FILTRO-41;5;44;82;0;0;54,02
;FILTRO ANTIOLOR 600 MM DIAM. 200 MM 425 M3/H CAN L;FILTRO-42;5;44;82;0;0;54,02
;FILTRO ANTIOLOR 600 MM DIAM. 145 MM 425 M3/H CAN L;FILTRO-43;5;35,1;64;0;0;50,68
;FILTRO ANTIOLOR 600 MM DIAM. 145 MM 425 M3/H CAN L;FILTRO-44;5;35,1;64;0;0;50,68
;FILTRO ANTIOLOR 450 MM DIAM. 145 MM 300 M3/H CAN L;FILTRO-45;5;29,08;56;0;0;59,15
;FILTRO ANTIOLOR 450 MM DIAM. 145 MM 300 M3/H CAN L;FILTRO-46;5;29,08;56;0;0;59,15
;BOCA 125PL MM CAN FILTER;FILTRO-47;5;1,51;3;0;0;64,24
;FILTRO ANTIOLOR 450 MM DIAM. 145 MM 150 M3/H CAN L;FILTRO-48;5;21,78;42;0;0;59,37
;FILTRO ANTIOLOR 1500 MM DIAM. 400 MM 2100 M3/H CAN;FILTRO-50;5;227,36;385;0;0;39,95
;FILTRO ANTIOLOR 1500 MM DIAM. 400 MM 2100 M3/H CAN;FILTRO-51;5;227,36;385;0;0;39,95
;FILTRO ANTIOLOR 1500 MM DIAM. 400 MM 2100 M3/H CAN;FILTRO-52;5;227,36;385;0;0;39,95
;FILTRO ANTIOLOR 1250 MM DIAM. 400 MM 1750 M3/H CAN;FILTRO-53;5;190,97;340;0;0;47,14
;FILTRO ANTIOLOR 1250 MM DIAM. 400 MM 1750 M3/H CAN;FILTRO-54;5;190,97;340;0;0;47,14
;FILTRO ANTIOLOR 1250 MM DIAM. 400 MM 1750 M3/H CAN;FILTRO-55;5;190,97;340;0;0;47,14
;FILTRO ANTIOLOR 1000 MM DIAM. 400 MM 1400 M3/H CAN;FILTRO-56;5;169,28;305;0;0;48,91
;FILTRO ANTIOLOR 1000 MM DIAM. 400 MM 1400 M3/H CAN;FILTRO-57;5;169,28;305;-1;0;48,91
;FILTRO ANTIOLOR 1000 MM DIAM. 400 MM 1400 M3/H CAN;FILTRO-58;5;169,28;305;0;0;48,91
;FILTRO ANTIOLOR 750 MM DIAM. 400 MM 1000 M3/H CAN;FILTRO-59;5;147,5;260;0;0;45,68
;FILTRO ANTIOLOR 750 MM DIAM. 400 MM 1000 M3/H CAN;FILTRO-60;5;147,5;260;0;0;45,68
;FILTRO ANTIOLOR 750 MM DIAM. 400 MM 1000 M3/H CAN;FILTRO-61;5;147,5;260;0;0;45,68
;FILTRO ANTIOLOR 500 MM DIAM. 400 MM 700 M3/H CAN F;FILTRO-62;5;105,88;185;0;0;44,4
;FILTRO ANTIOLOR 500 MM DIAM. 400 MM 700 M3/H CAN F;FILTRO-63;5;105,88;185;0;0;44,4
;FILTRO ANTIOLOR 500 MM DIAM. 400 MM 700 M3/H CAN F;FILTRO-64;5;105,88;185;0;0;44,4
;FILTRO ANTIOLOR 500 MM DIAM. 400 MM 700 M3/H CAN F;FILTRO-65;5;105,88;185;0;0;44,4
;FILTRO ANTIOLOR 660 MM DIAM. 300 MM 700 M3/H CAN F;FILTRO-66;5;111,2;200;0;0;48,64
;FILTRO ANTIOLOR 660 MM DIAM. 300 MM 700 M3/H CAN F;FILTRO-67;5;111,2;200;0;0;48,64
;FILTRO ANTIOLOR 660 MM DIAM. 300 MM 700 M3/H CAN F;FILTRO-68;5;111,2;200;0;0;48,64
;FILTRO ANTIOLOR 330 MM DIAM. 300 MM 350 M3/H CAN F;FILTRO-69;5;82,75;150;0;0;49,81
;FILTRO ANTIOLOR 330 MM DIAM. 300 MM 350 M3/H CAN F;FILTRO-70;5;82,75;150;0;0;49,81
;FILTRO ANTIOLOR 330 MM DIAM. 300 MM 350 M3/H CAN F;FILTRO-71;5;82,75;150;0;0;49,81
;FILTRO ANTIOLOR 350 MM DIAM. 200 MM 250 M3/H CAN F;FILTRO-72;5;36,36;66,01;0;0;50,03
;FILTRO ANTIOLOR 250 MM DIAM. 145 MM 75 M3/H CAN FI;FILTRO-73;5;20,84;37,99;0;0;50,67
;FILTRO ANTIOLOR 250 MM DIAM. 145 MM 75 M3/H CAN FI;FILTRO-74;5;20,84;37,99;0;0;50,67
;FILTRO ANTIOLOR 450 MM DIAM. 145 MM 150 M3/H CAN F;FILTRO-75;5;29,08;53;0;0;50,62
;FILTRO ANTIOLOR 450 MM DIAM. 145 MM 150 M3/H CAN F;FILTRO-76;5;29,08;53;0;0;50,62
;FILTRO ANTIOLOR 600 MM DIAM. 145 MM 200 M3/H CAN F;FILTRO-77;5;35,1;64;0;0;50,68
;FILTRO ANTIOLOR 600 MM DIAM. 145 MM 200 M3/H CAN F;FILTRO-78;5;35,1;64;0;0;50,68
;FILTRO ANTIOLOR 1500 MM DIAM. 380 MM 2100 M3/H CAN;FILTRO-79;5;193,6;340;0;0;45,14
;FILTRO ANTIOLOR 1500 MM DIAM. 380 MM 2100 M3/H CAN;FILTRO-80;5;193,6;340;0;0;45,14
;FILTRO ANTIOLOR 1500 MM DIAM. 380 MM 2100 M3/H CAN;FILTRO-81;5;193,6;340;0;0;45,14
;FILTRO ANTIOLOR 1250 MM DIAM. 380 MM 1750 M3/H CAN;FILTRO-82;5;160,81;279,99;0;0;43,9
;FILTRO ANTIOLOR 1250 MM DIAM. 380 MM 1750 M3/H CAN;FILTRO-83;5;160,81;279,99;0;0;43,9
;FILTRO ANTIOLOR 1250 MM DIAM. 380 MM 1750 M3/H CAN;FILTRO-84;5;160,81;279,99;0;0;43,9
;FILTRO ANTIOLOR 1000 MM DIAM. 380 MM 1400 M3/H CAN;FILTRO-85;5;123,42;216;0;0;44,64
;FILTRO ANTIOLOR 1000 MM DIAM. 380 MM 1400 M3/H CAN;FILTRO-86;5;123,42;216;0;0;44,64
;FILTRO ANTIOLOR 1000 MM DIAM. 380 MM 1400 M3/H CAN;FILTRO-87;5;123,42;216;0;0;44,64
;FILTRO ANTIOLOR 750 MM DIAM. 380 MM 1000 M3/H CAN;FILTRO-88;5;119,18;210;0;0;45,62
;FILTRO ANTIOLOR 750 MM DIAM. 380 MM 1000 M3/H CAN;FILTRO-89;5;119,18;210;0;0;45,62
;FILTRO ANTIOLOR 750 MM DIAM. 380 MM 1000 M3/H CAN;FILTRO-90;5;119,18;210;0;0;45,62
;FILTRO ANTIOLOR 500 MM DIAM. 380 MM 700 M3/H CAN F;FILTRO-91;5;98,01;175;0;0;47,57
;FILTRO ANTIOLOR 500 MM DIAM. 380 MM 700 M3/H CAN F;FILTRO-92;5;98,01;175;0;0;47,57
;FILTRO ANTIOLOR 500 MM DIAM. 380 MM 700 M3/H CAN F;FILTRO-93;5;98,01;175;0;0;47,57
;FILTRO ANTIOLOR 500 MM DIAM. 380 MM 700 M3/H CAN F;FILTRO-94;5;98,01;175;0;0;47,57
;BOCA 100PL MM CAN FILTER;FILTRO-95;5;1,21;2;0;0;36,36
;AIRSOCK 125MM/3 MTS;FILTRO-96;6;17,17;34;0;0;63,66
;AIRSOCK 150MM/3 MTS;FILTRO-97;6;19,9;37,99;0;0;57,79
;AIRSOCK 200MM/3 MTS;FILTRO-98;6;18,4;40;0;0;79,67
;GAFAS METHOD SEVEN OPERATOR PLUS HPS;GAFAS-01;2;59,9;110;0;0;51,77
;COLIBRI GAS 300 ML;GAS-01;2;1,7;4,01;-93;0;94,71
;KRITICAL BILBO 5 UNID. FEMINIZADAS;GENETICS S.-01;2;20,51;40;0;0;61,19
;SUPER SILVER BILBO 5 UNID. FEMINIZADAS;GENETICS S.-02;2;25,64;50;0;0;61,15
;TXOMANGO 5 UNID. FEMINIZADAS;GENETICS S.-03;2;25,64;50;0;0;61,15
;DIAMOND NECTAR 500 ML;GHE-01;2;8,04;15;0;0;54,23
;FLORA GRO  500 ML;GHE-02;2;3,64;7,01;0;0;59,07
;FLORA MICRO AGUA BLANDA Y DURA 500 ML;GHE-03;2;4,26;8;0;0;55,16
;FLORA BLOOM  500 ML;GHE-04;2;3,64;7,01;0;0;59,07
;FLORA GROW 1 L;GHE-05;2;5,43;9,99;0;0;52,12
;FLORA MICRO AGUA BLANDA 1 L;GHE-06;2;6,38;12;-2;0;55,49
;FLORA BLOOM 1 L;GHE-07;2;5,43;9,99;-2;0;52,12
;ONE PART TOTAL GROW 1 L;GHE-08;2;6,99;13;0;0;53,65
;ONE PART TOTAL BLOOM 1 L;GHE-09;2;6,99;13;0;0;53,65
;BIO BLOOM 250 ML;GHE-10;2;61,08;108;0;0;46,14
;BIO PROTECT 30 ML;GHE-11;1;8,25;16,01;0;0;76,36
;BIO ROOTS 30 ML;GHE-12;1;8,67;17;0;0;78,2
;BIO BLOOM 30 ML;GHE-13;2;9,08;17;0;0;54,74
;BIO FILTRO COMPLETO GHE;GHE-14;2;39,88;75;0;0;55,42
;MINERAL MAGIC 1 KG;GHE-15;2;7,56;14;0;0;53,04
;BIO ESSENTIAL 1 L GHE;GHE-16;2;4,54;9;0;0;63,88
;RIPEN 1 L;GHE-17;2;5,43;9,99;0;0;52,12
;SUBCULTERE 25 GRS GHE;GHE-18;2;28,13;50;0;0;46,89
;BIOPONIC 25 GRS;GHE-19;2;5,23;9,99;0;0;57,94
;DIAMOND NECTAR 5 L;GHE-20;2;42,09;70;0;0;51,2
;BIO BLOOM 60 ML;GHE-22;2;15,89;30;0;0;56,01
;RIPEN 500 ML;GHE-23;2;3,64;7,01;0;0;59,07
;RIPEN 5 L;GHE-24;2;16,49;30;0;0;65,37
;FLORA GROW 5 L;GHE-25;2;16,49;30;0;0;65,37
;FLORA BLOOM 5 L;GHE-26;2;16,49;30;0;0;65,37
;FLORA MICRO AGUA BLANDA 5 L;GHE-27;2;20,68;38,01;0;0;67,07
;FLORA GROW 60 L;GHE-28;2;156,64;250;0;0;45,09
;FLORA MICRO AGUA BLANDA 10 L;GHE-29;2;40,72;72;0;0;60,73
;FLORAKLEEN 5 L;GHE-30;2;11,57;22;0;0;57,13
;BIO ESSENTIAL 5 L GHE;GHE-31;2;14,48;30;-1;0;88,33
;BIO PROTEC 60 ML;GHE-32;2;14,44;27,01;0;0;70,01
;DIAMOND NECTAR 1 L;GHE-34;2;10,61;23,99;0;0;86,9
;PH UP 1 L;GHE-35;2;7,84;15;0;0;58,16
;PH DOWN 1 L;GHE-36;2;7,84;15;0;0;58,16
;PH DOWN 5 L;GHE-37;2;24,47;49,01;0;0;82,06
;FLORA MICRO 60 L AGUA BLANDA;GHE-38;2;217,23;325;0;0;36,01
;FLORA BLOOM 60 L;GHE-39;2;156,64;250;0;0;45,09
;GO DIAMOND BLACK 500 ML;GHE-40;2;8,26;16;0;0;60,05
;FLORA MICRO AGUA DURA 5 L;GHE-41;2;20,68;38,01;0;0;67,07
;FLORAMATO 1 L;GHE-42;2;5,43;9,99;0;0;52,12
;BIO ROOTS 60 ML;GHE-43;2;15,89;30;-1;0;56,01
;BIOTHRIVE GROW 1 L;GHE-44;2;7,19;14;0;0;60,92
;BIOTHRIVE BLOOM 1 L;GHE-45;2;7,19;14;0;0;60,92
;BIOROOT PLUS 1 L;GHE-46;2;11,17;22;0;0;62,76
;BIOBUD 1 L;GHE-47;2;11,41;22;0;0;59,33
;BIOWORM 1 L;GHE-48;2;6,3;12;0;0;57,46
;BIOWEED 1 L;GHE-49;2;12,14;23,99;0;0;63,34
;URTICA 1 L;GHE-50;2;9,22;18;0;0;61,39
;DIAMOND BLACK 1 L;GHE-51;2;12,6;23,99;0;0;57,38
;SPECIAL MIX LIGHT 50 L;GOLD LABEL-01;2;5,44;12;0;0;100,55
;SPECIAL MIX COCO 50 L GOLD LABEL;GOLD LABEL-02;2;8,69;17;0;0;77,79
;MANOLITO 10 UNID. REGULARES;GOOD HOUSE-01;1;13,75;25;0;0;65,31
;CACTUS TIERRA 5 L;GRAMOFLOR-01;1;1,48;4;0;0;145,95
;AK-47 AUTOMATIC 3 UNID. FEMINIZADAS;GRASSOMATIC-01;2;14,1;29;0;0;70
;MAXIGOM 3 UNID. FEMINIZADAS;GRASSOMATIC-02;2;14,1;29;0;0;70
;MAXIGOM 5 UNID. FEMINIZADAS;GRASSOMATIC-03;1;22,55;45;0;0;64,92
;MAXIGOM 1 UNID. FEMINIZADAS;GRASSOMATIC-04;2;5,07;9,99;0;0;62,92
;SUGAR GOM 3 UNID. FEMINIZADAS;GRASSOMATIC-05;2;14,1;29;0;0;70
;SUGAR GOM 1 UNID.;GRASSOMATIC-06;2;5,07;9,99;0;0;62,92
;GREEN HOUSE POWDER FEEDING MOTHER PLANTS 1 KG;GREEN H. F.-01;2;14,75;34;-1;0;90,51
;GREEN HOUSE POWDER FEEDING MOSTLY INDICA 1 KG;GREEN H.F.-02;2;17,85;34;0;0;57,42
;GREEN HOUSE POWDER FEEDING MOSTLY SATIVA 1 KG;GREEN H.F.-03;2;17,85;34;0;0;57,42
;GREEN HOUSE POWDER FEEDING HYBRIDS 1 KG;GREEN H.F.-04;2;17,85;34;0;0;57,42
;GREEN HOUSE POWDER FEEDING MOSTLY INDICA 50x10 GRS;GREEN H.F.-05;6;11,13;21,01;0;0;55,97
;THE CHURCH 10 UNID. FEMINIZADAS;GREEN HOUSE-01;2;16,5;30;0;0;65,27
;GREAT WHITE SHARK 5 UNID. FEMINIZADAS;GREEN HOUSE-02;2;15,95;32;0;0;82,38
;HAWAIAN SNOW 5 UNID. FEMINIZADAS;GREEN HOUSE-03;2;17,88;32;0;0;62,7
;HIMALAYA GOLD 10 UNID. FEMINIZADAS;GREEN HOUSE-04;1;24,75;45;0;0;65,29
;EL NIÐO 10 UNID. FEMINIZADAS;GREEN HOUSE-05;1;30,25;55;0;0;65,29
;SUPER LEMON HAZE 5 UNID. FEMINIZADAS;GREEN HOUSE-06;2;19,25;35;0;0;65,3
;WHITE WIDOW 5 UNID. FEMINIZADAS;GREEN HOUSE-07;1;15,95;29;0;0;65,27
;WHITE RHINO 5 UNID. FEMINIZADAS;GREEN HOUSE-08;2;15,95;29;0;0;65,27
;NL5 HAZE MIST 5 UNID. FEMINIZADAS;GREEN HOUSE-09;1;13,75;25;0;0;65,31
;THE CHURCH 5 UNID. FEMINIZADAS;GREEN HOUSE-10;2;9,63;17;0;0;60,44
;NEVILLE'S HAZE 5 UNID. FEMINIZADAS;GREEN HOUSE-11;1;22;40;0;0;65,27
;SATIVA MIX 5 UNID. FEMINIZADAS;GREEN HOUSE-12;1;15,12;27,01;-1;0;62,37
;WHITE RHINO 10 UNID. FEMINIZADAS;GREEN HOUSE-13;1;30,25;55;0;0;65,29
;ARJAN?S STRAWBERRY HAZE 5 UNID. FEMINIZADAS;GREEN HOUSE-14;1;19,25;35;0;0;65,3
;EL NIÐO 5 UNID. FEMINIZADAS;GREEN HOUSE-15;1;15,95;29;0;0;65,27
;LEMON SKUNK 5 UNID. FEMINIZADAS;GREEN HOUSE-16;2;11;20;0;0;65,27
;K-TRAIN 5 UNID. FEMINIZADAS;GREEN HOUSE-17;1;15,12;27,01;0;0;62,37
;TRAINWRECK 5 UNID. FEMINIZADAS;GREEN HOUSE-18;1;13,75;25;0;0;65,31
;A.M.S 10 UNID. FEMINIZADAS;GREEN HOUSE-19;1;15,4;30;0;0;77,08
;BIG BANG 5 UNID. FEMINIZADAS;GREEN HOUSE-20;2;8,25;15;0;0;65,33
;HIMALAYA GOLD 5 UNID. FEMINIZADAS;GREEN HOUSE-21;1;13,75;25;0;0;65,31
;ALASKAN ICE 5 UNID. FEMINIZADAS;GREEN HOUSE-22;1;13,75;25;0;0;65,31
;SUPER SILVER HAZE 5 UNID. FEMINIZADAS;GREEN HOUSE-23;2;17,88;35;0;0;77,96
;KING KUSH 5 UNID. FEMINIZADAS;GREEN HOUSE-24;1;13,75;25;0;0;65,31
;A.M.S 5 UNID. FEMINIZADAS;GREEN HOUSE-25;1;9,62;17;0;0;60,6
;LEMON SKUNK 10 UNID. FEMINIZADAS;GREEN HOUSE-26;1;22;35;0;0;44,64
;BUBBA KUSH 5 UNID. FEMINIZADAS;GREEN HOUSE-27;1;15,12;27,01;0;0;62,37
;SUPER LEMON HAZE 10 UNID. FEMINIZADAS;GREEN HOUSE-28;2;35,75;65;0;0;65,29
;CHEMDOG 5 UNID. FEMINIZADAS;GREEN HOUSE-29;1;13,75;25;0;0;65,31
;CHEMDOG 10 UNID. FEMINIZADAS;GREEN HOUSE-30;1;24,75;45;0;0;65,29
;K-TRAIN 10 UNID. FEMINIZADAS;GREEN HOUSE-31;1;27,5;50;0;0;65,27
;KAIA KUSH 5 UNID. FEMINIZADAS;GREEN HOUSE-32;1;15,12;27,01;0;0;62,37
;KAIA KUSH 10 UNID. FEMINIZADAS;GREEN HOUSE-33;1;27,5;50;0;0;65,27
;KING KUSH 10 UNID. FEMINIZADAS;GREEN HOUSE-34;1;24,75;45;0;0;65,29
;BUBBA KUSH 10 UNID. FEMINIZADAS;GREEN HOUSE-35;1;27,5;50;0;0;65,27
;ALASKAN ICE 10 UNID. FEMINIZADAS;GREEN HOUSE-36;1;24,75;45;0;0;65,29
;THE DOCTOR 5 UNID. FEMINIZADAS;GREEN HOUSE-37;2;8,25;15;0;0;65,33
;THE DOCTOR 10 UNID. FEMINIZADAS;GREEN HOUSE-38;1;13,75;25;0;0;65,31
;BIG BANG 10 UNID. FEMINIZADAS;GREEN HOUSE-39;1;12,1;27,01;0;0;102,89
;WHITE WIDOW 10 UNID. FEMINIZADAS;GREEN HOUSE-40;1;26,4;55;0;0;89,39
;CHEESE 5 UNID. FEMINIZADAS;GREEN HOUSE-41;1;12,37;22;0;0;61,68
;CHEESE 10 UNID. FEMINZADAS;GREEN HOUSE-42;1;22;40;0;0;65,27
;HAWAIIAN SNOW 10 UNID. FEMINIZADAS;GREEN HOUSE-43;1;35,2;75;0;0;93,69
;SUPER SILVER HAZE 10 UNID. FEMINIZADAS;GREEN HOUSE-44;1;39,1;75;0;0;74,37
;NEVILLE'S HAZE 10 UNID. FEMINIZADAS;GREEN HOUSE-45;1;38,48;75;0;0;77,18
;GREAT WHITE SHARK 10 UNID. FEMINIZADAS;GREEN HOUSE-46;1;28,76;55;0;0;73,85
;TRAINWRECK 10 UNID. FEMINIZADAS;GREEN HOUSE-47;1;22,9;45;0;0;78,65
;NL5 HAZE MIST 10 UNID. FEMINIZADAS;GREEN HOUSE-48;1;23,1;45;0;0;77,1
;ARJAN'S STRAWBERRY HAZE 10 UNID. FEMINIZADAS;GREEN HOUSE-49;1;33;65;0;0;79,06
;ARJAN'S HAZE-1 5 UNID. FEMINIZADAS;GREEN HOUSE-50;1;16,95;32;0;0;71,62
;ARJAN'S HAZE-1 10 UNID. FEMINIZADAS;GREEN HOUSE-51;1;30,8;60,01;0;0;77,11
;ARJAN'S HAZE-2 5 UNID. FEMINIZADAS;GREEN HOUSE-52;1;16,95;32;0;0;71,62
;ARJAN'S HAZE-2 10 UNID. FEMINIZADAS;GREEN HOUSE-53;1;30,8;60,01;0;0;77,11
;ARJAN'S HAZE-3 5 UNID. FEMINIZADAS;GREEN HOUSE-54;1;15,4;30;0;0;77,08
;ARJAN'S HAZE-3 10 UNID. FEMINIZADAS;GREEN HOUSE-55;1;28,3;55;0;0;76,68
;ARJAN'S ULTRA HAZE-1 5 UNID. FEMINIZADAS;GREEN HOUSE-56;1;17,6;35;0;0;80,8
;ARJAN'S ULTRA HAZE-1 10 UNID. FEMINIZADAS;GREEN HOUSE-57;1;33;65;0;0;79,06
;ARJAN'S ULTRA HAZE-2 5 UNID. FEMINIZADAS;GREEN HOUSE-58;1;17,6;35;0;0;80,8
;ARJAN'S ULTRA HAZE-2 10 UNID. FEMINIZADAS;GREEN HOUSE-59;1;33;65;0;0;79,06
;GREEN-O-MATIC 5 UNID. FEMINIZADAS;GREEN HOUSE-60;1;13,37;25;0;0;70,01
;GREEN HOUSE THAI 5 UNID. FEMINIZADAS;GREEN HOUSE-61;1;10,3;20;0;0;76,5
;DAMM SOUR 5 UNID. FEMINIZADAS;GREEN HOUSE-62;1;13,96;27,01;-1;0;75,86
;JACK HERER 10 UNID. FEMINIZADAS;GREEN HOUSE-63;2;24,75;45;0;0;65,29
;SUPER BUD 5 UNID. FEMINIZADAS;GREEN HOUSE-65;2;9,63;17;0;0;60,44
;JACK HERER 5 UNID. FEMINIZADAS;GREEN HOUSE-66;2;13,75;27,01;0;0;78,55
;SUPER BUD 10 UNID. FEMINIZADAS;GREEN HOUSE-67;2;16,5;30;0;0;65,27
;GREAT WHITE SHARK 3 UNID.;GREEN HOUSE-68;2;10,45;19;0;0;65,26
;EXODOUS CHEESE 3 UNID.;GREEN HOUSE-69;2;9,63;17;0;0;60,44
;BIG BANG AUTOMATICA 5 UNID.;GREEN HOUSE-70;2;13,75;25;0;0;65,31
;LEMON SKUNK 3 UNID. FEMINIZADAS;GREEN HOUSE-71;2;7,7;14;0;0;65,32
;BIG BANG 3 UNID. FEMINIZADAS;GREEN HOUSE-72;2;6,05;12;0;0;80,33
;JACK HERER 3 UNID. FEMINIZADAS;GREEN HOUSE-73;2;9,35;18;0;0;74,97
;WHITE WIDOW 3 UNID. FEMINIZADAS;GREEN HOUSE-74;2;10,45;19;0;0;65,26
;SUPER LEMON HAZE 3 UNID. FEMINIZADAS;GREEN HOUSE-75;2;12,37;22;0;0;61,68
;SATIVA/INDICA MIX A COLORED 5 UNID. FEMINIZADAS;GREEN HOUSE-76;2;13,75;25;0;0;65,31
;GRINDER PLASTICO POLLINATOR MAGNETICO PEQUEÐO;GRINDER-01;2;0,92;4,01;0;0;259,78
;GRINDER BOLA PLASTICO;GRINDER-03;2;1,17;2;0;0;41,03
;GRINDER ACRYLICO COLORES;GRINDER-04;10;0,41;1,5;-71;0;202,44
;GRINDER ALUMINIO 2 PARTES PLATA O MATE 40MM;GRINDER-05;2;2,01;8;0;0;228,86
;GRINDER ALUMINIO 2 PARTES  COLORES 40 MM (GRASSLEA;GRINDER-06;2;5,69;9,99;0;0;45,17
;GRINDER ALUMINIO 2 PARTES PLATA O MATE 50 MM;GRINDER-07;2;2,32;9,99;0;0;256,03
;GRINDER ALUMINIO 2 PARTES COLORES O NEGRO 50 MM;GRINDER-08;2;2,78;9,99;0;0;197,12
;GRINDER ALUMINIO 4 PARTES PLATA O MATE 40 MM;GRINDER-09;2;7,26;14;0;0;59,37
;GRINDER ALUMINIO 4 PARTES NEGRO O COLORES 40MM;GRINDER-10;2;4,12;14;0;0;180,83
;GRINDER ALUMINIO 4 PARTES PLATA O MATE 50 MM;GRINDER-11;2;9,2;18;0;0;61,74
;GRINDER ALUMINIO 4 PARTES NEGRO O COLORES 50 MM;GRINDER-12;2;6,9;18;0;0;115,65
;GRINDER ALUMINIO 2 PARTES PLATA O MATE 62 MM;GRINDER-13;2;8,59;18;-1;0;73,22
;GRINDER ALUMINIO 2 PARTES COLOR O NEGRO 62 MM;GRINDER-14;2;5,34;18;0;0;178,65
;GRINDER ALUMINIO 2 PARTES MATE 30 MM;GRINDER-15;2;1,49;4,01;0;0;122,15
;GRINDER ALUMINIO 2 PARTES NEGRO O COLOR 30 MM;GRINDER-16;2;1,94;4,01;0;0;70,62
;GRINDER ALUMINIO 2 PARTES COLOR O NEGRO 90 MM;GRINDER-17;2;10,77;21,01;0;0;61,19
;QUICK GRINDER VERSION 3;GRINDER-18;2;18,64;35,01;0;0;55,2
;GRINDER 3 PARTES FICHA POKER;GRINDER-19;2;3,49;7,01;0;0;65,9
;GRINDER  SURPRISE 4 PARTES 80 MM;GRINDER-20;6;22,36;44;0;0;62,61
;VITAMAX PLUS 1 L GROTEK;GROTEK-01;6;16,81;30;0;0;47,47
;HEAVY BLOOM 1 L GROTEK;GROTEK-02;2;15,49;30;0;0;60,04
;SIX PACK;GROTEK-03;2;26,27;49,01;0;0;54,17
;MONSTER GROW 130 GR GROTEK;GROTEK-04;2;5,75;17;0;0;168,7
;GROWTH BOOSTER 20 GRS GROTEK;GROTEK-05;2;8,43;20;-1;0;96,09
;BLOOM FUEL 1 L GROTEK;GROTEK-06;2;11,95;28;-3;0;93,64
;MONSTER BLOOM 500 GRS;GROTEK-07;2;22,55;42;-3;0;53,92
;PRO SILICATE 1 L;GROTEK-08;6;6,16;14;0;0;87,82
;INSTA-GREEN 1 L;GROTEK-09;6;9,58;18;0;0;55,32
;CAL MAX 1 L;GROTEK-10;2;8,27;16;0;0;59,85
;MEGAPACK GROTEK;GROTEK-11;2;86,15;150;0;0;43,9
;SOLO-TEK BLOOM 1 L;GROTEK-12;2;13,25;30;0;0;87,09
;SOLO-TEK GROW 1 L;GROTEK-13;2;15,6;36;-2;0;90,71
;VITAMAX PLUS 4 L GROTEK;GROTEK-14;2;35,94;74;0;0;87,17
;MONSTER GROW 2,5 KG GROTEK;GROTEK-15;6;95,14;170,01;0;0;62,44
;MONSTER BLOOM 5 KGS;GROTEK-16;6;169,85;280,01;0;0;49,87
;SOLO-TEK BLOOM 4 L;GROTEK-17;2;39,2;80;-1;0;85,54
;SOLO-TEK GROW 4 L;GROTEK-18;2;39,2;79;-2;0;83,21
;BLOOM FUEL 4 L GROTEK;GROTEK-19;2;33,2;64;0;0;75,24
